customer_id,age,gender,city,annual_income_inr,vehicle_brand,vehicle_segment,fuel_type,vehicle_age_years,vehicle_value_inr,years_licensed,annual_mileage_km,previous_claims,driving_score,claim_probability,claim_occurred,actual_claim_amount_inr,expected_loss_inr,risk_level,premium_inr
CUST000059,37,Female,Ahmedabad,608229,Renault,Hatchback,Petrol,11,1621010,19,23485,0,70.5,0.719,1,134749,96879.0,High,133786
CUST000060,45,Female,Bhopal,2206260,Kia,SUV,Petrol,14,3498270,27,24228,0,75.5,0.7182,1,119043,85502.0,High,118427
CUST000061,64,Female,Mumbai,4901709,Honda,Hatchback,Petrol,8,3157246,40,36026,0,78.1,0.6094,0,0,54845.0,High,77041
CUST000062,24,Male,Bhopal,4733731,Jeep,Hatchback,Diesel,4,1427532,13,10456,0,99.3,0.2335,0,0,21014.0,Medium,31368
CUST000063,61,Male,Surat,3425226,Toyota,Hatchback,Petrol,5,1610578,40,33046,2,58.7,0.9396,1,59485,55891.0,High,78453
CUST000064,25,Male,Lucknow,2935383,Ford,SUV,CNG,5,3925938,26,23329,0,87.1,0.4079,0,0,36711.0,Medium,52560
CUST000065,64,Female,Coimbatore,1299662,BMW,Hatchback,Petrol,7,3784140,40,19499,0,87.7,0.4305,0,0,38741.0,Medium,55300
CUST000066,52,Female,Chennai,3766474,Toyota,Sedan,CNG,9,1517995,34,15886,0,75.1,0.6163,0,0,55470.0,High,77884
CUST000067,31,Female,Coimbatore,1995005,Toyota,SUV,Petrol,10,2977719,13,22820,1,72.4,0.8261,1,80634,66610.0,High,92923
CUST000068,34,Female,Pune,3853782,Kia,SUV,Diesel,2,494401,16,21262,0,98.1,0.2348,1,71894,16880.0,Medium,25789
CUST000069,53,Female,Bhopal,4327449,Renault,Hatchback,Diesel,15,3128063,35,30563,0,59.5,0.8676,1,38759,33628.0,High,48398
CUST000070,67,Female,Nagpur,396407,Honda,Sedan,Diesel,8,3701347,40,16295,0,90.4,0.4095,0,0,36853.0,Medium,52751
CUST000071,57,Male,Mumbai,4682649,Ford,Hatchback,Petrol,6,2231506,39,18473,0,86.6,0.422,1,27114,11443.0,Medium,18448
CUST000072,21,Male,Chandigarh,1711070,Volkswagen,Hatchback,Diesel,10,1151647,13,25700,0,75.3,0.6547,1,57704,37776.0,High,53998
CUST000073,19,Male,Lucknow,1520998,Mahindra,Sedan,Diesel,15,3741437,21,22878,1,47.8,0.9604,1,164682,158159.0,High,150000
CUST000074,23,Female,Bhubaneswar,635191,Mahindra,Hatchback,Petrol,12,2426519,5,25563,0,73.2,0.7121,1,46590,33176.0,High,47788
CUST000075,59,Male,Pune,1769236,Maruti,Hatchback,Diesel,5,1681744,40,11591,2,60.1,0.9215,1,48342,44545.0,High,63136
CUST000076,21,Male,Chandigarh,2979921,Hyundai,SUV,Diesel,10,3009217,23,30677,1,58.2,0.9125,1,247084,225459.0,High,150000
CUST000077,46,Female,Ahmedabad,1378601,Jeep,Luxury,CNG,0,3928152,28,10017,1,87.2,0.4729,1,133603,63187.0,High,88303
CUST000078,35,Male,Ahmedabad,1521515,Audi,SUV,Diesel,15,455672,17,33544,0,71.1,0.7908,1,104633,82748.0,High,114710
CUST000079,43,Female,Visakhapatnam,1705940,Audi,Hatchback,CNG,3,2199763,25,13707,0,83.8,0.3859,1,346527,133725.0,Medium,150000
CUST000080,61,Female,Indore,755629,Jeep,Sedan,Diesel,4,1945711,40,38692,1,70.9,0.7882,1,126347,99590.0,High,137446
CUST000081,51,Female,Visakhapatnam,3506347,Kia,SUV,CNG,11,2360732,33,30845,0,72.0,0.7187,0,0,64682.0,High,90320
CUST000082,27,Female,Lucknow,4243604,Hyundai,SUV,Petrol,1,3995805,21,35979,0,89.0,0.3411,0,0,30696.0,Medium,44439
CUST000083,53,Female,Delhi,4627578,Renault,Sedan,Petrol,0,3465524,35,6838,0,100.0,0.1706,0,0,15351.0,Low,23724
CUST000084,31,Female,Delhi,3657687,BMW,Sedan,Diesel,1,3583109,20,9183,0,89.8,0.2749,0,0,24737.0,Medium,36395
CUST000085,48,Male,Pune,2249518,Toyota,Hatchback,EV,7,3021612,30,17437,0,76.9,0.5593,0,0,50336.0,High,70953
CUST000086,65,Female,Patna,2235354,Maruti,Sedan,Diesel,9,3367321,40,7589,0,76.6,0.5779,0,0,52012.0,High,73217
CUST000087,32,Male,Jaipur,1726171,Hyundai,SUV,CNG,5,3177225,20,17130,1,72.9,0.7455,1,91113,67926.0,High,94700
CUST000088,25,Female,Delhi,1697894,Maruti,SUV,Diesel,9,573196,26,33827,1,68.6,0.8556,1,30502,26099.0,High,38233
CUST000089,31,Female,Bhubaneswar,1017953,Nissan,Hatchback,CNG,1,3572687,13,18020,0,92.9,0.2619,0,0,23573.0,Medium,34823
CUST000090,40,Female,Bhubaneswar,1983578,Renault,Hatchback,Petrol,8,3102743,22,6613,1,73.5,0.7655,1,38710,29632.0,High,43004
CUST000091,57,Female,Patna,687484,Skoda,Sedan,EV,7,1999449,39,30316,0,75.4,0.6091,1,220494,134301.0,High,150000
CUST000092,38,Male,Visakhapatnam,2981103,Toyota,Sedan,EV,3,2446912,20,7406,1,83.0,0.5778,0,0,51999.0,High,73199
CUST000093,33,Female,Coimbatore,3480182,Mahindra,Sedan,Diesel,10,3957859,15,10208,0,76.4,0.6061,1,49609,30066.0,High,43589
CUST000094,62,Male,Surat,3243030,Tata,Sedan,Diesel,9,2557371,40,20055,0,74.4,0.6347,1,52759,33487.0,High,48208
CUST000095,35,Male,Hyderabad,3862025,Skoda,Luxury,Petrol,13,3535304,24,16468,0,74.3,0.6983,0,0,62848.0,High,87845
CUST000096,64,Female,Patna,1116974,Maruti,Sedan,Petrol,6,3748288,40,31170,0,79.6,0.5406,1,77651,41976.0,High,59667
CUST000097,70,Female,Chandigarh,2421381,Skoda,SUV,Diesel,2,2741074,40,7169,0,95.8,0.2302,0,0,20714.0,Medium,30964
CUST000098,41,Male,Bengaluru,4005704,Mahindra,Luxury,Petrol,5,2962350,23,11653,0,93.1,0.312,1,25365,7914.0,Medium,13684
CUST000099,43,Female,Patna,3589570,Maruti,SUV,CNG,15,470884,25,26590,1,54.9,0.9465,1,102121,96655.0,High,133484
CUST000100,42,Male,Chandigarh,334049,Tata,Sedan,EV,2,1214515,26,20830,0,99.5,0.2216,1,86042,19069.0,Medium,28744
CUST000101,62,Female,Kolkata,852031,Jeep,Luxury,Petrol,9,1998838,40,32616,1,65.3,0.8736,0,0,78628.0,High,109148
CUST000102,58,Male,Bhopal,2963555,Volkswagen,SUV,Diesel,15,3500141,40,9260,0,75.1,0.7082,1,258345,182950.0,High,150000
CUST000103,46,Male,Mumbai,219682,Kia,SUV,Diesel,12,2191046,29,7618,1,63.5,0.882,1,63703,56186.0,High,78851
CUST000104,32,Male,Pune,492311,Honda,SUV,Petrol,14,3608876,14,32112,0,70.9,0.7766,1,204523,158838.0,High,150000
CUST000105,62,Female,Indore,899490,Honda,Hatchback,CNG,2,2804278,40,17661,0,89.6,0.3116,1,73902,23027.0,Medium,34087
CUST000106,18,Male,Coimbatore,3353409,Hyundai,SUV,Petrol,15,1568840,13,39169,1,47.2,0.9671,1,385425,372749.0,High,150000
CUST000107,42,Female,Lucknow,4981643,Hyundai,Hatchback,Petrol,12,903610,24,16631,0,79.1,0.6275,1,57339,35979.0,High,51572
CUST000108,24,Female,Chennai,1720941,Mercedes,Luxury,Petrol,11,878960,14,33110,0,68.9,0.7531,1,104092,78390.0,High,108826
CUST000109,26,Male,Visakhapatnam,3978557,Honda,Luxury,Petrol,10,547921,21,21202,0,77.5,0.619,0,0,55714.0,High,78214
CUST000110,41,Female,Nagpur,3358817,Nissan,SUV,Diesel,8,1251079,23,39246,0,74.1,0.6637,1,87969,58387.0,High,81823
CUST000111,18,Male,Lucknow,3851077,BMW,Hatchback,Petrol,5,2830331,9,9776,0,97.0,0.2683,1,85138,22846.0,Medium,33842
CUST000112,61,Female,Lucknow,3815440,Kia,Hatchback,Diesel,14,1323492,40,35518,2,42.5,0.9866,1,130245,128498.0,High,150000
CUST000113,25,Male,Bengaluru,2540659,Mahindra,Hatchback,Diesel,7,3833348,27,21816,1,68.2,0.8204,1,162081,132979.0,High,150000
CUST000114,41,Female,Lucknow,4355664,Toyota,Hatchback,EV,15,1057913,23,35979,1,54.8,0.9512,1,57169,54379.0,High,76412
CUST000115,28,Male,Jaipur,3080232,Renault,Luxury,Diesel,3,3177283,22,9677,0,85.4,0.3576,0,0,32188.0,Medium,46453
CUST000116,68,Female,Hyderabad,3377345,Ford,Hatchback,Diesel,3,1395080,40,31502,0,88.5,0.3733,0,0,33596.0,Medium,48355
CUST000117,34,Female,Pune,1922931,Honda,Hatchback,Diesel,7,3966167,21,8807,0,87.6,0.4055,0,0,36495.0,Medium,52268
CUST000118,25,Male,Kochi,3367176,Renault,Hatchback,Petrol,6,1943837,23,17671,2,59.5,0.9328,1,81048,75601.0,High,105061
CUST000119,52,Male,Visakhapatnam,521837,Mercedes,Hatchback,CNG,4,3357801,34,16622,1,67.1,0.783,0,0,70473.0,High,98139
CUST000120,52,Female,Visakhapatnam,1344011,Nissan,Sedan,Diesel,15,2650987,34,18802,1,53.0,0.9473,1,114433,108408.0,High,149351
CUST000121,50,Male,Mumbai,4482484,Audi,Hatchback,Petrol,15,3531543,32,38439,0,59.7,0.8755,0,0,78794.0,High,109372
CUST000122,22,Male,Bhubaneswar,4429735,Toyota,Hatchback,Petrol,1,3263915,30,37094,1,77.4,0.6746,1,71376,48151.0,High,68004
CUST000123,59,Male,Bhopal,4100528,Audi,Sedan,Petrol,5,708281,40,17515,1,74.8,0.728,1,78450,57113.0,High,80103
CUST000124,56,Male,Chandigarh,606184,MG,SUV,Petrol,0,2185307,38,16348,1,84.9,0.517,0,0,46530.0,High,65815
CUST000125,58,Female,Hyderabad,4827855,Kia,SUV,Diesel,6,3591781,40,21767,0,92.2,0.3625,0,0,32624.0,Medium,47043
CUST000126,45,Female,Bhopal,301952,Volkswagen,Hatchback,CNG,14,1933586,27,39735,0,62.3,0.8521,1,68588,58443.0,High,81898
CUST000127,24,Female,Indore,343355,BMW,Hatchback,CNG,8,358563,18,17443,0,75.3,0.5981,0,0,53830.0,High,75670
CUST000128,26,Male,Bhubaneswar,2739630,Toyota,Sedan,Diesel,4,3542451,16,22467,0,91.9,0.3316,1,95739,31749.0,Medium,45861
CUST000129,25,Female,Patna,4492586,Audi,Sedan,Diesel,4,1220803,15,21521,0,87.5,0.3805,0,0,34242.0,Medium,49227
CUST000130,29,Female,Mumbai,3559149,Hyundai,SUV,CNG,11,2030559,15,31788,1,69.0,0.8698,1,467679,406807.0,High,150000
CUST000131,51,Female,Jaipur,3934608,BMW,Hatchback,Petrol,6,3544280,33,16450,0,83.1,0.4594,1,41818,19212.0,High,28936
CUST000132,50,Male,Delhi,3045184,Tata,SUV,Diesel,4,1523724,32,14108,2,65.7,0.8933,1,120159,107343.0,High,147913
CUST000133,65,Female,Chennai,4812354,Mahindra,Sedan,Petrol,9,2467948,40,28321,0,88.5,0.482,1,92433,44557.0,High,63152
CUST000134,40,Male,Chandigarh,3111884,Ford,SUV,Petrol,11,2672491,22,36076,0,74.2,0.7072,1,77135,54552.0,High,76645
CUST000135,41,Male,Ahmedabad,296623,Nissan,SUV,CNG,11,3945339,23,34147,0,80.1,0.6379,1,73156,46669.0,High,66003
CUST000136,54,Female,Indore,4582544,Jeep,SUV,Petrol,15,338730,36,16928,0,72.1,0.7528,1,79722,60014.0,High,84019
CUST000137,52,Male,Bhopal,1214066,MG,Hatchback,Petrol,3,3195339,34,39843,1,74.9,0.7395,1,85339,63105.0,High,88192
CUST000138,61,Male,Bhopal,3833545,Mahindra,Hatchback,EV,0,405158,40,21518,0,93.9,0.2446,0,0,22016.0,Medium,32722
CUST000139,57,Female,Ahmedabad,1566895,Volkswagen,Luxury,Petrol,15,1255748,39,9653,0,71.9,0.741,1,115762,85785.0,High,118810
CUST000140,39,Male,Bengaluru,2108492,Nissan,SUV,Diesel,5,1860538,30,24728,0,85.5,0.4314,0,0,38824.0,Medium,55412
CUST000141,44,Male,Surat,3139219,Skoda,Hatchback,Petrol,13,839904,26,22105,2,40.7,0.9849,1,40439,39828.0,High,56768
CUST000142,52,Female,Mumbai,2777100,MG,Sedan,Diesel,8,1076731,34,16387,0,79.1,0.5495,1,41653,22888.0,High,33899
CUST000143,18,Male,Indore,2589289,Hyundai,Hatchback,EV,3,466319,3,19324,1,71.0,0.7375,1,45992,33919.0,High,48790
CUST000144,52,Male,Visakhapatnam,514045,MG,Sedan,Diesel,9,2537458,34,38975,0,71.7,0.7058,0,0,63518.0,High,88749
CUST000145,54,Male,Coimbatore,3735818,Jeep,SUV,CNG,10,2552675,36,13068,1,69.9,0.8303,1,75536,62719.0,High,87670
CUST000146,64,Male,Hyderabad,3502522,Mercedes,SUV,CNG,3,323127,40,12698,1,84.6,0.571,0,0,51387.0,High,72372
CUST000147,31,Female,Bengaluru,1438879,Volkswagen,SUV,Diesel,4,2282549,13,10333,0,100.0,0.2268,0,0,20409.0,Medium,30552
CUST000148,20,Female,Bengaluru,2122028,Maruti,SUV,EV,14,2701005,27,11468,0,75.8,0.6888,1,60223,41482.0,High,59001
CUST000149,18,Male,Visakhapatnam,2463732,Honda,Hatchback,Diesel,15,316521,26,33809,1,50.6,0.9591,1,178365,171077.0,High,150000
CUST000150,22,Male,Coimbatore,753293,BMW,Hatchback,Petrol,14,2921824,19,11878,0,72.2,0.7272,1,75578,54961.0,High,77197
CUST000151,43,Female,Mumbai,558052,Audi,Luxury,CNG,15,2844732,25,7574,1,58.8,0.9231,1,91055,84056.0,High,116476
CUST000152,31,Female,Hyderabad,4053735,Hyundai,Hatchback,Petrol,15,3628723,13,26250,0,81.5,0.6761,1,117588,79498.0,High,110323
CUST000153,56,Male,Pune,2076979,Ford,Luxury,Diesel,5,767870,38,8168,0,92.0,0.3165,0,0,28482.0,Medium,41451
CUST000154,44,Male,Lucknow,1306225,Maruti,Hatchback,CNG,14,3859523,26,29276,1,61.4,0.9236,1,121274,112010.0,High,150000
CUST000155,26,Female,Patna,2318651,Mercedes,SUV,Diesel,2,1853851,28,39297,1,65.3,0.8082,0,0,72737.0,High,101195
CUST000156,32,Female,Kochi,824544,Honda,Luxury,CNG,8,402237,17,21966,0,79.6,0.5572,1,64441,35910.0,High,51478
CUST000157,32,Female,Indore,4455860,Mahindra,Luxury,Diesel,0,1600747,14,11883,0,87.8,0.2847,0,0,25620.0,Medium,37587
CUST000158,43,Female,Lucknow,3937863,Nissan,Hatchback,CNG,10,2008748,25,37303,0,72.4,0.7111,0,0,63996.0,High,89395
CUST000159,59,Female,Pune,3676417,Mercedes,Hatchback,Diesel,5,2568499,40,22121,0,90.4,0.3665,1,76517,28041.0,Medium,40856
CUST000160,30,Male,Patna,4577185,Mahindra,Sedan,Petrol,5,3619944,23,8064,0,91.8,0.3189,1,241701,77074.0,Medium,107050
CUST000161,68,Male,Coimbatore,4575925,Toyota,Hatchback,Petrol,7,2865247,40,15986,1,77.8,0.7269,1,114573,83287.0,High,115437
CUST000162,49,Female,Surat,1881253,Mahindra,Hatchback,Petrol,4,2437894,31,37691,0,89.3,0.3964,0,0,35678.0,Medium,51165
CUST000163,56,Female,Pune,4875813,Jeep,Hatchback,Petrol,8,2796211,38,31053,0,76.6,0.6156,1,152804,94067.0,High,129990
CUST000164,66,Male,Hyderabad,1914159,Tata,SUV,Petrol,8,3499555,40,32265,1,56.8,0.9066,1,86925,78806.0,High,109388
CUST000165,69,Male,Chandigarh,4190843,Kia,Sedan,EV,11,2869722,40,28829,1,61.4,0.9044,1,59682,53974.0,High,75864
CUST000166,49,Male,Kolkata,532460,Audi,SUV,Petrol,1,2982816,31,18892,0,98.5,0.2128,0,0,19153.0,Medium,28857
CUST000167,21,Male,Chennai,2874669,Ford,Hatchback,Diesel,4,2127690,12,20578,1,72.5,0.7405,0,0,66649.0,High,92976
CUST000168,47,Male,Visakhapatnam,3992699,Hyundai,Sedan,Petrol,11,2309196,29,28137,0,76.4,0.6663,1,88721,59112.0,High,82801
CUST000169,54,Female,Kochi,1393799,Audi,Sedan,Petrol,6,3960460,36,15883,0,97.8,0.2893,1,73867,21367.0,Medium,31845
CUST000170,40,Male,Nagpur,4690361,Mercedes,Hatchback,CNG,1,2341914,24,5578,1,90.9,0.4357,1,45158,19674.0,Medium,29560
CUST000171,56,Female,Kochi,2169295,Mahindra,SUV,Diesel,6,1325793,38,22414,0,79.9,0.5146,0,0,46315.0,High,65526
CUST000172,62,Female,Chandigarh,497937,MG,SUV,Diesel,8,3694579,40,9040,1,76.4,0.743,1,188533,140076.0,High,150000
CUST000173,32,Female,Ahmedabad,3156140,Nissan,Hatchback,Diesel,7,3261352,23,9507,0,94.4,0.328,0,0,29521.0,Medium,42853
CUST000174,60,Male,Patna,1496054,Maruti,SUV,Petrol,9,457376,40,13419,0,83.1,0.5121,1,113214,57981.0,High,81274
CUST000175,46,Female,Delhi,4428743,Toyota,Hatchback,Petrol,8,2149842,28,16913,0,87.7,0.4443,1,59293,26346.0,Medium,38567
CUST000176,53,Male,Pune,4153431,Maruti,Hatchback,Diesel,13,3271129,35,30774,0,78.4,0.6852,1,79288,54326.0,High,76340
CUST000177,30,Female,Mumbai,1611349,Maruti,Luxury,Petrol,3,3882141,16,32992,1,74.2,0.733,0,0,65974.0,High,92065
CUST000178,49,Female,Chandigarh,4621085,Audi,SUV,Diesel,7,2286339,31,13986,0,87.3,0.4217,0,0,37953.0,Medium,54237
CUST000179,24,Male,Hyderabad,519818,Audi,SUV,EV,8,2038722,6,20343,0,79.5,0.5543,0,0,49883.0,High,70342
CUST000180,68,Female,Kochi,2609289,Volkswagen,Hatchback,CNG,9,520597,40,22757,1,63.2,0.8742,0,0,78674.0,High,109210
CUST000181,39,Female,Surat,4376020,Mahindra,Hatchback,Petrol,11,1084862,21,20247,0,71.4,0.703,1,186941,131410.0,High,150000
CUST000182,45,Female,Kochi,3852229,Kia,Sedan,Petrol,1,3719570,27,12463,2,74.3,0.8084,1,94806,76645.0,High,106471
CUST000183,19,Female,Patna,4871561,Maruti,Hatchback,Petrol,9,1949580,4,18141,0,81.4,0.5457,1,90124,49183.0,High,69397
CUST000184,59,Female,Kolkata,3889313,Kia,Hatchback,Diesel,2,2221935,40,16651,0,81.7,0.3997,0,0,35974.0,Medium,51565
CUST000185,62,Male,Delhi,857796,MG,SUV,Diesel,0,661149,40,10022,0,100.0,0.1751,0,0,15761.0,Low,24277
CUST000186,70,Female,Ahmedabad,2490357,Skoda,SUV,Diesel,0,3958881,40,28019,0,85.6,0.3426,0,0,30836.0,Medium,44628
CUST000187,23,Female,Pune,2239264,Renault,Hatchback,Petrol,9,1673042,30,18438,0,83.5,0.5194,1,406063,210911.0,High,150000
CUST000188,45,Male,Delhi,1831085,MG,SUV,Diesel,14,572484,27,7379,0,75.2,0.6865,1,159878,109757.0,High,150000
CUST000189,45,Male,Coimbatore,2644136,MG,Hatchback,Petrol,5,1801937,27,12709,0,87.8,0.3742,0,0,33679.0,Medium,48466
