customer_id,age,gender,city,annual_income_inr,vehicle_brand,vehicle_segment,fuel_type,vehicle_age_years,vehicle_value_inr,years_licensed,annual_mileage_km,previous_claims,driving_score,claim_probability,claim_occurred,actual_claim_amount_inr,expected_loss_inr,risk_level,premium_inr
CUST_000041,27,Male,Lucknow,4966651,Maruti,SUV,Diesel,0,2674895,4,4284,0,73.58,0.093335,0,0.0,21147.01,Low,28548.0
CUST_000042,61,Male,Delhi,2659468,Toyota,Sedan,Petrol,4,1062845,29,17241,3,54.94,0.893025,1,79791.0,67273.34,High,90819.0
CUST_000043,58,Female,Mysore,1314033,Tata,Sedan,EV,0,930667,27,6259,0,86.34,0.010718,0,0.0,770.78,Low,3000.0
CUST_000044,38,Male,Ranchi,3031509,Mahindra,Sedan,EV,5,1423606,15,7804,1,76.51,0.250751,0,0.0,26120.04,High,35262.0
CUST_000045,21,Male,Mumbai,2473156,Kia,Sedan,Petrol,4,794925,2,24706,0,68.79,0.366215,1,61213.0,18045.27,High,28015.0
CUST_000046,74,Female,Bhopal,1637960,Volkswagen,Hatchback,Petrol,3,546080,34,16987,1,75.8,0.353317,1,27551.0,8800.43,High,13069.0
CUST_000047,43,Male,Bhopal,1886367,Jeep,SUV,Petrol,0,1394390,11,19455,1,85.21,0.170265,0,0.0,18139.15,Medium,24488.0
CUST_000048,69,Male,Patna,5000000,Tata,Hatchback,Petrol,2,630491,35,15496,0,87.78,0.049122,0,0.0,1353.63,Low,3000.0
CUST_000049,57,Female,Kolkata,688839,Hyundai,SUV,EV,1,1609691,31,19623,0,78.95,0.030017,0,0.0,5399.21,Low,7289.0
CUST_000050,63,Female,Hyderabad,2691607,Tata,Sedan,Petrol,4,1114648,29,12690,0,90.95,0.028368,0,0.0,1859.31,Low,3000.0
CUST_000051,62,Male,Delhi,4670211,Mahindra,SUV,Petrol,11,2869292,38,15156,0,78.85,0.022477,1,143514.0,4004.56,Low,5406.0
CUST_000052,29,Female,Agra,2585066,Hyundai,Sedan,Diesel,1,744323,5,7580,0,76.19,0.03583,0,0.0,1784.48,Low,3000.0
CUST_000053,39,Male,Kanpur,2578137,Honda,Luxury,Petrol,8,5014646,14,8276,0,54.51,0.030521,0,0.0,13111.3,Low,17700.0
CUST_000054,45,Male,Patna,3166876,Volkswagen,SUV,Diesel,3,2185890,16,6821,0,91.2,0.059627,0,0.0,9893.48,Low,13356.0
CUST_000055,46,Male,Indore,3060952,Tata,Luxury,Diesel,2,4602728,16,11777,1,70.1,0.298384,1,302095.0,152713.21,High,150000.0
CUST_000056,20,Female,Vadodara,1855516,Ford,Sedan,Petrol,4,1213952,1,19793,1,79.18,0.646043,1,100010.0,45072.71,High,69975.0
CUST_000057,49,Male,Agra,3130631,Maruti,Luxury,Petrol,0,3675947,18,12565,0,68.75,0.061676,0,0.0,22758.78,Low,30724.0
CUST_000058,26,Female,Chennai,2820946,Tata,Luxury,Petrol,1,4786924,5,22293,0,93.05,0.227289,0,0.0,110160.19,Medium,148716.0
CUST_000059,61,Male,Coimbatore,2428755,Tata,Hatchback,Diesel,3,758739,22,34801,1,85.59,0.22072,0,0.0,8365.03,Medium,11293.0
CUST_000060,57,Male,Kolkata,1668634,Maruti,Hatchback,Petrol,4,625171,32,16720,1,69.67,0.107009,0,0.0,3301.73,Medium,4457.0
CUST_000061,71,Female,Mumbai,1905609,Mahindra,SUV,Petrol,5,1497875,36,11484,0,39.88,0.302659,0,0.0,36026.19,High,53499.0
CUST_000062,61,Female,Raipur,1235466,Kia,Hatchback,Petrol,4,791334,27,29224,0,91.37,0.101075,0,0.0,3062.82,Medium,4135.0
CUST_000063,39,Male,Visakhapatnam,1373725,Maruti,SUV,Petrol,8,1922755,17,21416,0,61.54,0.137895,1,120203.0,17031.89,Medium,22993.0
CUST_000064,74,Male,Visakhapatnam,1195390,Mahindra,SUV,Petrol,1,1856582,30,12468,1,75.19,0.301584,0,0.0,42821.95,High,63591.0
CUST_000065,41,Female,Ahmedabad,4175339,Skoda,Hatchback,Petrol,2,769165,15,4931,0,97.51,0.040768,0,0.0,1462.04,Low,3000.0
CUST_000066,36,Male,Surat,1457109,Volkswagen,Luxury,Diesel,3,2572044,6,19494,1,72.68,0.380599,0,0.0,105762.49,High,142779.0
CUST_000067,70,Male,Kolkata,1532431,Volkswagen,Hatchback,Petrol,0,748406,25,14294,0,61.44,0.118604,0,0.0,4714.57,Medium,6365.0
CUST_000068,39,Male,Kolkata,2942137,Hyundai,SUV,Petrol,5,1213238,14,19874,1,88.07,0.284823,0,0.0,25539.75,High,34479.0
CUST_000069,22,Female,Ahmedabad,1698411,Kia,SUV,Petrol,15,800000,3,11666,0,82.75,0.280034,0,0.0,12206.66,High,18951.0
CUST_000070,45,Male,Agra,2809498,Maruti,SUV,Petrol,7,2113918,23,18492,1,84.88,0.250603,0,0.0,34341.5,High,46361.0
CUST_000071,64,Male,Chennai,3132419,Maruti,Hatchback,Petrol,1,492986,32,16842,0,60.49,0.057515,0,0.0,1476.44,Low,3000.0
CUST_000072,28,Male,Delhi,3330002,Tata,SUV,Petrol,3,1791508,4,29394,0,93.26,0.238621,0,0.0,31495.6,Medium,42519.0
CUST_000073,44,Male,Kolkata,1705375,Maruti,Sedan,Petrol,3,694212,18,34153,1,70.88,0.238346,0,0.0,10839.52,Medium,14633.0
CUST_000074,25,Male,Lucknow,1605686,Tata,SUV,Petrol,5,1629934,5,17097,2,72.36,0.781922,1,128328.0,92600.06,High,125010.0
CUST_000075,57,Male,Pune,3455579,Toyota,Sedan,Diesel,0,1094877,29,30885,2,74.45,0.397814,0,0.0,35141.63,High,47441.0
CUST_000076,45,Female,Agra,936502,Skoda,Sedan,EV,15,835915,16,23237,0,62.23,0.258935,0,0.0,12882.34,High,17391.0
CUST_000077,37,Male,Delhi,3164447,Hyundai,SUV,Petrol,5,1620740,11,24468,0,82.52,0.111191,1,125812.0,12993.95,Medium,17542.0
CUST_000078,31,Male,Vadodara,2106491,MG,SUV,Petrol,6,2055001,10,13680,0,48.65,0.07831,0,0.0,11201.61,Low,15122.0
CUST_000079,50,Female,Pune,5000000,Volkswagen,SUV,Petrol,4,1606483,16,10640,1,89.89,0.081738,0,0.0,9899.32,Low,13364.0
CUST_000080,56,Male,Hyderabad,1203415,Ford,SUV,Petrol,3,2071653,27,4384,0,75.98,0.020768,0,0.0,3304.48,Low,4461.0
CUST_000081,72,Male,Chennai,2083370,Maruti,SUV,Petrol,9,1133437,21,21321,1,91.39,0.4258,0,0.0,31939.95,High,47431.0
CUST_000082,43,Male,Hyderabad,2852809,Maruti,Sedan,CNG,1,737656,14,15794,1,87.68,0.181499,0,0.0,7772.44,Medium,10493.0
CUST_000083,27,Male,Mysore,3079380,Maruti,SUV,Petrol,0,2878093,4,19196,1,80.52,0.495451,1,153893.0,101974.0,High,137665.0
CUST_000084,66,Female,Kolkata,3924402,Skoda,Sedan,EV,1,1501946,35,20676,0,83.94,0.047654,0,0.0,6421.12,Low,8669.0
CUST_000085,54,Female,Raipur,1178742,Hyundai,Luxury,Petrol,0,3937942,19,14220,0,39.58,0.116882,1,381362.0,45675.38,Medium,61662.0
CUST_000086,58,Female,Kolkata,2935007,Maruti,Sedan,Petrol,0,1262008,24,27511,0,69.08,0.071028,0,0.0,6081.42,Low,8210.0
CUST_000087,23,Male,Mumbai,4170351,Volkswagen,Sedan,Petrol,1,1336770,0,18010,0,99.15,0.061317,0,0.0,5060.43,Low,7856.0
CUST_000088,36,Female,Mumbai,4045361,Maruti,Hatchback,Diesel,12,350000,17,19798,0,65.48,0.129348,1,14943.0,1972.23,Medium,3000.0
CUST_000089,62,Male,Ahmedabad,4899925,Volkswagen,SUV,Petrol,1,1090705,32,13307,0,81.46,0.018814,0,0.0,1628.09,Low,3000.0
CUST_000090,66,Male,Ranchi,936132,Volkswagen,Sedan,Petrol,12,1342980,30,22348,0,78.38,0.099956,0,0.0,5581.56,Low,7535.0
CUST_000091,43,Male,Bhopal,5000000,Maruti,Hatchback,Diesel,0,802959,8,23335,0,88.45,0.039384,0,0.0,1615.71,Low,3000.0
CUST_000092,64,Male,Coimbatore,1323841,Honda,SUV,Petrol,9,2370366,30,22055,0,94.79,0.036128,0,0.0,4950.1,Low,6683.0
CUST_000093,66,Male,Jaipur,2339064,Maruti,Luxury,Diesel,1,3926215,32,16763,1,70.24,0.232272,0,0.0,103676.93,Medium,139964.0
CUST_000094,40,Male,Kolkata,2022717,Tata,Hatchback,Diesel,5,648104,13,14057,0,79.53,0.091353,0,0.0,3009.7,Low,4063.0
CUST_000095,70,Female,Vadodara,2015798,Hyundai,Sedan,Petrol,3,1124811,32,5575,0,80.27,0.045572,0,0.0,2898.12,Low,3912.0
CUST_000096,34,Female,Bhopal,1771593,Hyundai,Hatchback,Petrol,0,614511,10,16792,1,58.67,0.241119,1,31546.0,7511.18,Medium,10140.0
CUST_000097,31,Female,Mumbai,5000000,Tata,Luxury,Petrol,5,3458999,8,20724,0,76.2,0.138495,0,0.0,46022.36,Medium,62130.0
CUST_000098,57,Male,Indore,1118869,Mahindra,SUV,Diesel,7,800000,28,18680,0,82.27,0.053598,0,0.0,3016.42,Low,4072.0
CUST_000099,54,Male,Patna,844701,Mahindra,Luxury,Diesel,1,4721866,21,30908,0,92.04,0.056978,0,0.0,27993.2,Low,37791.0
CUST_000100,26,Female,Ahmedabad,1599906,Renault,SUV,Petrol,5,1841678,8,20311,0,81.3,0.23167,0,0.0,30853.49,Medium,41652.0
CUST_000101,66,Male,Pune,1595930,Hyundai,Sedan,Petrol,5,1128637,30,17274,0,93.58,0.111944,0,0.0,7205.78,Medium,9728.0
CUST_000102,29,Male,Surat,2704402,Honda,Luxury,Petrol,2,3384558,9,24329,0,87.76,0.080532,0,0.0,25018.02,Low,33774.0
CUST_000103,64,Male,Ahmedabad,2431352,Tata,SUV,Diesel,1,1790054,28,17416,0,90.55,0.043727,0,0.0,6804.34,Low,9186.0
CUST_000104,18,Male,Kolkata,3183907,Maruti,Hatchback,Petrol,0,674267,0,3000,0,79.82,0.175916,1,35660.0,6035.94,Medium,9371.0
CUST_000105,64,Male,Surat,2396690,Jeep,Hatchback,EV,6,744860,27,13608,0,64.76,0.124111,0,0.0,5429.61,Medium,7330.0
CUST_000106,63,Female,Kota,1071366,Maruti,Hatchback,Petrol,4,635202,27,17523,1,47.57,0.148221,1,37226.0,4132.91,Medium,5579.0
CUST_000107,63,Female,Hyderabad,1902321,Maruti,SUV,Diesel,4,2019020,26,32922,0,72.21,0.055095,1,217743.0,9429.45,Low,12730.0
CUST_000108,56,Female,Ahmedabad,1524901,Mahindra,Hatchback,Petrol,0,609768,18,23858,0,42.83,0.189038,1,44235.0,6382.11,Medium,8616.0
CUST_000109,45,Male,Mumbai,3808335,Ford,SUV,Petrol,6,1309007,15,4314,0,92.48,0.07341,0,0.0,6598.45,Low,8908.0
CUST_000110,58,Male,Kanpur,1078805,Maruti,Hatchback,Petrol,2,661817,24,29388,0,88.68,0.089728,0,0.0,2589.77,Low,3496.0
CUST_000111,34,Female,Kolkata,941463,Hyundai,Hatchback,Petrol,8,866445,14,23899,1,57.74,0.500887,1,37896.0,19897.34,High,26861.0
CUST_000112,63,Male,Bhubaneswar,1102268,Maruti,SUV,EV,2,1736585,36,14905,1,78.1,0.155826,0,0.0,26058.34,Medium,35179.0
CUST_000113,50,Male,Nashik,3326768,Ford,SUV,Diesel,1,1744920,16,11064,1,67.65,0.138167,0,0.0,19448.23,Medium,26255.0
CUST_000114,44,Female,Bangalore,1709370,Maruti,SUV,Petrol,7,1637133,21,21116,0,55.4,0.218428,0,0.0,26119.57,Medium,35261.0
CUST_000115,47,Male,Mysore,1450368,Kia,Sedan,Petrol,13,1044899,11,4359,0,82.7,0.079566,0,0.0,3320.79,Low,4483.0
CUST_000116,50,Male,Chennai,1503676,Maruti,Sedan,Petrol,1,1231353,14,24575,1,77.21,0.127654,0,0.0,10623.07,Medium,14341.0
CUST_000117,20,Male,Pune,1276050,Volkswagen,Hatchback,Diesel,2,708471,1,11657,0,63.69,0.296338,1,37063.0,11884.73,High,18451.0
CUST_000118,26,Male,Kochi,1031035,Maruti,Sedan,Petrol,0,875077,3,16344,1,61.48,0.812313,1,78321.0,43107.93,High,58196.0
CUST_000119,32,Male,Ahmedabad,3370207,Tata,Sedan,Petrol,11,987457,11,20345,0,93.34,0.05631,1,48452.0,2708.74,Low,3657.0
CUST_000120,24,Male,Mumbai,1081858,Hyundai,SUV,Petrol,0,2091911,4,11276,0,78.1,0.216152,0,0.0,36966.67,Medium,57391.0
CUST_000121,43,Male,Delhi,5000000,Tata,Hatchback,CNG,0,830937,9,20188,0,83.88,0.048142,0,0.0,1774.07,Low,3000.0
CUST_000122,56,Female,Pune,1130671,Kia,Sedan,Petrol,7,1490008,15,17730,0,83.03,0.148401,0,0.0,12306.97,Medium,16614.0
CUST_000123,55,Female,Kochi,1061507,Tata,SUV,CNG,14,1136842,33,14666,0,83.75,0.060781,0,0.0,2891.39,Low,3903.0
CUST_000124,45,Female,Delhi,1490080,Mahindra,Hatchback,EV,2,707655,17,22265,0,60.74,0.127818,0,0.0,6443.63,Medium,8699.0
CUST_000125,67,Female,Hyderabad,1975953,Tata,Sedan,Petrol,0,1079943,30,18929,1,86.08,0.308195,0,0.0,22528.42,High,30413.0
CUST_000126,50,Male,Guwahati,3567922,Maruti,Hatchback,Petrol,1,708312,17,19506,0,93.54,0.023538,0,0.0,680.4,Low,3000.0
CUST_000127,22,Male,Jaipur,1717325,Nissan,SUV,EV,12,1519273,1,11241,0,51.21,0.247232,0,0.0,30936.23,Medium,48028.0
CUST_000128,62,Male,Mysore,1257970,Tata,Hatchback,Petrol,1,668842,21,15578,1,65.69,0.251396,0,0.0,7602.3,High,10263.0
CUST_000129,51,Male,Ahmedabad,3588470,Maruti,Hatchback,Petrol,4,578200,23,12195,0,69.02,0.02333,0,0.0,642.87,Low,3000.0
CUST_000130,54,Female,Nagpur,1277822,Hyundai,SUV,EV,2,1149195,16,24440,1,84.46,0.371277,1,133234.0,43728.97,High,59034.0
CUST_000131,50,Male,Jodhpur,1650818,Hyundai,Hatchback,Diesel,8,629156,26,15942,0,84.01,0.058194,0,0.0,1446.3,Low,3000.0
CUST_000132,50,Female,Jodhpur,3281106,Maruti,Hatchback,EV,3,981031,19,30285,0,61.78,0.130308,0,0.0,7524.47,Medium,10158.0
CUST_000133,23,Male,Hyderabad,3729197,Maruti,Sedan,CNG,10,986996,5,22297,1,72.15,0.71378,1,43705.0,33905.15,High,52638.0
CUST_000134,50,Male,Coimbatore,2418618,Maruti,Sedan,Diesel,6,1280559,20,18496,0,59.5,0.159512,0,0.0,12627.64,Medium,17047.0
CUST_000135,64,Female,Jaipur,2370221,Maruti,Hatchback,Diesel,0,707098,29,6320,2,85.04,0.428425,1,37878.0,16809.83,High,22693.0
CUST_000136,35,Male,Bangalore,1983895,Maruti,Luxury,Petrol,1,3938868,15,9671,0,60.53,0.08416,0,0.0,36245.49,Low,48931.0
CUST_000137,52,Female,Mumbai,1362320,Hyundai,Sedan,Diesel,1,1060532,16,30436,2,80.37,0.559456,0,0.0,46224.18,High,62403.0
CUST_000138,19,Female,Nagpur,2878542,Maruti,SUV,Diesel,0,987391,0,20479,0,79.96,0.256328,0,0.0,21116.95,High,32784.0
CUST_000139,38,Female,Delhi,2550240,Maruti,Hatchback,Petrol,3,607779,11,22116,0,84.29,0.237285,0,0.0,6787.27,Medium,9163.0
CUST_000140,43,Female,Aurangabad,2257742,Ford,SUV,CNG,1,1586184,14,26952,0,91.51,0.01357,0,0.0,1242.94,Low,3000.0
CUST_000141,74,Male,Chennai,5000000,Toyota,Hatchback,Petrol,3,698208,36,26819,1,77.1,0.632916,1,37040.0,21957.29,High,32607.0
CUST_000142,30,Male,Lucknow,4200868,Maruti,SUV,Petrol,5,1875227,9,8092,0,72.59,0.032925,0,0.0,4171.45,Low,5631.0
CUST_000143,34,Female,Agra,2069602,Renault,Luxury,Petrol,0,4803924,14,8822,0,85.41,0.084225,0,0.0,39047.85,Low,52715.0
CUST_000144,41,Male,Nagpur,2299332,Mahindra,SUV,Diesel,2,1728495,18,22098,0,88.98,0.080283,0,0.0,10836.93,Low,14630.0
CUST_000145,75,Female,Ahmedabad,1589222,Tata,Hatchback,Petrol,11,644703,21,32026,0,88.62,0.193674,1,24571.0,4733.21,Medium,7029.0
CUST_000146,67,Male,Patna,1468830,Maruti,Sedan,Petrol,0,832389,27,26145,0,73.79,0.058925,0,0.0,3012.35,Low,4067.0
CUST_000147,20,Male,Hyderabad,2131482,Maruti,SUV,Petrol,15,863958,2,23076,0,80.5,0.430074,0,0.0,20354.71,High,31601.0
CUST_000148,31,Male,Kanpur,2504181,Nissan,Sedan,EV,3,1354186,11,3000,0,99.55,0.019564,0,0.0,2000.7,Low,3000.0
CUST_000149,65,Female,Guwahati,1383492,Skoda,Luxury,Diesel,6,4385160,27,15063,0,67.92,0.122306,1,547975.0,48644.59,Medium,65670.0
CUST_000150,21,Male,Surat,2273870,Skoda,Sedan,Petrol,0,852893,0,17733,0,61.59,0.346725,1,49415.0,18681.77,High,29003.0
CUST_000151,67,Male,Pune,2271059,Maruti,Hatchback,CNG,10,428974,32,22156,0,61.27,0.144874,0,0.0,2274.18,Medium,3070.0
CUST_000152,34,Male,Nashik,1103573,Hyundai,Hatchback,Petrol,12,504797,12,14777,0,81.38,0.065661,0,0.0,1052.59,Low,3000.0
CUST_000153,71,Male,Mysore,2185710,Mahindra,Sedan,Diesel,2,977318,34,12295,0,76.74,0.024073,0,0.0,1423.41,Low,3000.0
CUST_000154,35,Male,Kolkata,3058831,Mahindra,Sedan,CNG,0,1298976,14,27781,1,84.74,0.305608,0,0.0,23719.7,High,32022.0
CUST_000155,43,Female,Aurangabad,1138851,Honda,Hatchback,Petrol,8,541984,14,25260,0,47.57,0.186377,0,0.0,3874.8,Medium,5231.0
CUST_000156,56,Male,Kanpur,2485026,Toyota,Hatchback,Diesel,6,905508,21,10571,1,81.55,0.330576,1,36490.0,14039.27,High,18953.0
CUST_000157,25,Male,Aurangabad,1265117,Volkswagen,Sedan,Diesel,3,911941,4,11311,1,59.59,0.23799,0,0.0,13837.09,Medium,18680.0
CUST_000158,50,Male,Indore,3220406,Mahindra,Sedan,Petrol,0,1517442,23,21460,0,51.54,0.072578,0,0.0,7117.19,Low,9608.0
CUST_000159,47,Male,Delhi,5000000,Ford,Sedan,CNG,2,1734447,17,20798,0,80.49,0.0341,0,0.0,3288.15,Low,4439.0
CUST_000160,63,Female,Bangalore,2068847,Jeep,Sedan,EV,4,1275288,27,18614,0,91.61,0.098205,0,0.0,10293.35,Low,13896.0
CUST_000161,75,Female,Kanpur,2376390,Honda,SUV,Diesel,0,2861684,37,11522,0,97.23,0.115252,0,0.0,26386.62,Medium,39184.0
CUST_000162,56,Female,Mumbai,3443179,Hyundai,Hatchback,Diesel,7,608108,18,15217,1,72.83,0.343839,1,25171.0,10656.26,High,14386.0
CUST_000163,41,Female,Surat,1938077,Skoda,Hatchback,Petrol,0,350000,20,24841,1,72.93,0.332254,1,14220.0,5711.18,High,7710.0
CUST_000164,41,Male,Pune,1748664,Hyundai,SUV,Diesel,3,1940373,12,20808,0,87.79,0.084235,0,0.0,13668.49,Low,18452.0
CUST_000165,42,Female,Mumbai,2796411,Hyundai,Luxury,Petrol,13,3900492,14,26726,0,82.8,0.213938,0,0.0,63518.47,Medium,85750.0
CUST_000166,65,Male,Vadodara,2869949,Mahindra,Sedan,Diesel,6,1002160,32,22059,0,83.73,0.129785,0,0.0,7598.3,Medium,10258.0
CUST_000167,36,Female,Patna,978623,Maruti,Hatchback,Petrol,1,577824,10,26781,0,85.2,0.046214,0,0.0,1201.09,Low,3000.0
CUST_000168,27,Female,Bangalore,2320760,Maruti,SUV,EV,2,800000,2,19892,0,85.63,0.23298,0,0.0,20040.95,Medium,27055.0
CUST_000169,37,Male,Hyderabad,4431248,Mahindra,SUV,Petrol,4,1474561,12,21320,1,75.12,0.317034,0,0.0,36464.99,High,49228.0
CUST_000170,19,Male,Visakhapatnam,3329136,Toyota,SUV,Petrol,1,1477794,0,28775,0,80.91,0.392955,0,0.0,42223.52,High,65552.0
CUST_000171,24,Male,Hyderabad,1379209,Ford,SUV,CNG,4,1698703,3,24576,0,89.69,0.28827,1,152924.0,31282.53,High,48566.0
CUST_000172,23,Male,Mumbai,1227386,Toyota,Hatchback,Petrol,1,662125,4,18600,0,55.79,0.457511,1,35318.0,15942.77,High,24751.0
CUST_000173,62,Male,Kota,2801207,Maruti,Sedan,Petrol,4,1274223,27,15302,0,96.32,0.021639,0,0.0,1356.0,Low,3000.0
CUST_000174,59,Female,Kolkata,1039185,Maruti,Hatchback,EV,0,491583,28,15947,1,84.96,0.133559,0,0.0,4798.32,Medium,6478.0
CUST_000175,58,Male,Kochi,1107585,Mercedes,SUV,Diesel,5,981098,22,16815,1,64.09,0.208388,0,0.0,15146.04,Medium,20447.0
CUST_000176,44,Male,Jaipur,3150429,Hyundai,Hatchback,Petrol,0,568669,14,14481,1,66.23,0.284493,0,0.0,8065.7,High,10889.0
CUST_000177,59,Male,Guwahati,3084534,Mahindra,SUV,Diesel,3,2395059,24,16851,0,72.09,0.082393,0,0.0,14517.72,Low,19599.0
