customer_id,age,gender,city,car_brand,car_model,engine_cc,vehicle_age_years,vehicle_value_inr,driving_score,annual_mileage_km,previous_claims_count,years_licensed,claim_occurred,actual_claim_amount_inr,claim_probability_true,risk_level
beed846b-836f-4363-9d92-20857039df7f,38,male,ahmedabad,toyota,Fortuner,1809,2,1792000.0,100.0,12354,0,7,0,,0.02,low
00c4e5ba-9c50-4710-853e-bb0010f2eb1e,21,female,bhopal,maruti,Baleno,989,14,495000.0,50.3,14685,1,1,0,,0.3892,high
81a5ee35-bd83-442d-af8d-8cb8e26aaec3,55,male,vadodara,honda,City,2161,7,481000.0,56.0,4888,1,31,0,,0.1604,medium
78e57900-455e-4a8e-bc3e-bdc4abbb56f7,46,male,ahmedabad,mahindra,Scorpio,1226,8,172000.0,79.2,15805,2,25,0,,0.1996,medium
8acc2e2b-ccbc-49d4-81ed-3ff43d855589,60,other,indore,kia,EV6,1146,5,236000.0,44.7,13231,0,11,0,,0.2017,medium
7d9c4db8-d43c-4efc-bbdb-491010c96d18,52,male,vadodara,maruti,Dzire,1514,0,730000.0,54.1,7794,0,20,0,,0.1051,medium
26360536-61a2-451b-ad13-f2e27cd32236,21,female,vadodara,maruti,Swift,1731,10,343000.0,59.5,9398,0,2,0,,0.241,medium
392a9c90-bd51-4ee1-9ba7-fd5d43d97d87,59,female,patna,nissan,Magnite,1770,6,472000.0,62.3,19975,0,1,0,,0.1592,medium
59b6f768-09a1-462c-ae1f-cf68c42d091f,48,male,kolkata,toyota,Glanza,1813,3,1656000.0,100.0,18178,0,8,0,,0.02,low
19b27e27-5978-4ab9-a8ba-9492da0f21a3,64,female,surat,maruti,Alto,1329,10,152000.0,47.9,10984,0,25,0,,0.21,medium
7197eb62-5c55-4d20-b10a-578aaac58147,21,male,kanpur,maruti,Swift,1044,0,812000.0,74.5,8929,0,3,0,,0.1752,medium
d5a39f86-4ac0-4c9b-a162-fb1ce5cfaabd,67,male,lucknow,mahindra,XUV300,1704,0,1544000.0,69.6,10958,1,34,0,,0.1673,medium
8177996a-77ef-43af-ad39-07ff2cfa1af4,66,male,bangalore,mg,Gloster,1376,9,295000.0,71.2,24762,0,26,0,,0.1518,medium
e22eda35-d032-4bbb-8d3d-7b7ee929ba55,56,female,coimbatore,mg,Comet,1439,2,842000.0,41.9,22332,1,31,0,,0.235,medium
ee65de9b-e4c2-4bb6-900d-4fa76afd331d,50,male,kolkata,maruti,Swift,1318,10,253000.0,56.4,25355,1,25,1,113600.0,0.1787,medium
73e7cfd5-42ac-44ea-8b6e-c65217d23327,39,male,nagpur,tata,Safari,1773,4,657000.0,73.0,8170,0,4,0,,0.0413,low
0be2b69a-fdf3-412d-bde9-3d992a8f8ed0,79,male,bhopal,hyundai,Venue,1294,2,1110000.0,74.7,10065,1,51,0,,0.2365,medium
73b876b5-33fc-483f-b936-b44b99fe1875,38,male,surat,audi,A6,3893,9,1717000.0,59.7,4416,1,8,1,345400.0,0.2162,medium
ca490cd8-1cfa-48f9-a1d6-54dd41c3eda3,54,female,lucknow,maruti,Alto,1172,1,1043000.0,73.4,17201,0,12,0,,0.0402,low
a2551290-a79f-4f21-839a-ace924d73b9e,71,female,coimbatore,maruti,Dzire,1546,11,225000.0,53.9,14395,0,36,0,,0.2417,medium
49752901-314c-4aed-bfe2-225de6268c49,64,male,kolkata,ford,Figo,2285,10,235000.0,80.2,24499,1,17,0,,0.1847,medium
5e282f67-b45f-452f-a6a8-81291c568d5f,45,female,hyderabad,maruti,Baleno,1644,12,391000.0,65.0,13913,0,27,1,233200.0,0.114,medium
09a4d402-85f0-415d-acee-85eadcbd1c85,34,male,bhopal,nissan,GT-R,1238,10,461000.0,95.7,24464,0,12,0,,0.0344,low
699c7206-721b-478a-b39a-d3a8f283bc81,79,female,hyderabad,maruti,WagonR,1586,2,960000.0,76.5,14358,0,23,1,57100.0,0.1119,medium
b3f8f4ad-3465-4fe9-9b90-e7679ba88d0c,54,male,patna,maruti,Alto,1207,1,953000.0,60.0,25990,1,15,0,,0.1644,medium
af543606-a5d3-446c-80e2-603cad56f697,80,female,kolkata,toyota,Fortuner,2149,0,2461000.0,62.9,9574,1,57,0,,0.2495,medium
f2ac2175-9efe-450d-8132-64212cd907a3,25,male,bangalore,maruti,Alto,1144,13,287000.0,76.4,22252,1,1,0,,0.2107,medium
6ac8673f-4442-4909-8eeb-efbde4cb2f19,66,male,jaipur,mg,ZS EV,1613,7,187000.0,64.4,20560,1,46,0,,0.212,medium
c11fd2e6-155f-44cc-8c02-8df533697c4c,22,female,ahmedabad,mg,Astor,1014,3,449000.0,75.3,13620,0,3,0,,0.161,medium
a091729f-3927-4051-8445-a600c64640ba,81,male,visakhapatnam,kia,Carnival,1746,5,450000.0,78.0,18049,0,51,0,,0.1353,medium
b64bfeb7-02ca-4e00-81fd-9273da573d64,75,female,hyderabad,mg,ZS EV,1368,7,335000.0,56.7,13566,0,54,0,,0.2165,medium
52d1c67d-1df2-4d13-b119-9e78a52653b2,52,female,ahmedabad,hyundai,Venue,1023,1,1309000.0,74.2,14167,0,15,0,,0.02,low
4574a887-c1f2-4a27-8e22-d3239a7a9960,35,female,nagpur,maruti,WagonR,1373,15,375000.0,60.7,35784,1,3,0,,0.2808,high
5c94a338-500d-419c-bc2a-dc80970dbb4f,22,male,agra,tata,Nexon,1051,1,1458000.0,33.9,14103,0,1,1,372300.0,0.3189,high
b16c73af-6aec-4ede-80ba-d0dee04116d8,82,female,visakhapatnam,maruti,Alto,994,13,198000.0,66.2,32740,0,63,0,,0.2811,high
5d23ffc6-79ea-47a4-a23e-58526aa7fcf1,77,female,lucknow,ford,Mustang,2109,7,305000.0,72.1,9061,1,57,0,,0.2519,high
7c0997e6-405d-48ac-aba6-031e987c8ea7,65,male,chennai,mahindra,XUV300,964,9,524000.0,43.4,15352,1,16,1,305500.0,0.293,high
040aa3de-6ae4-48cf-9cdf-bf717779ede4,38,female,vadodara,hyundai,Venue,1380,11,470000.0,74.9,17840,0,11,0,,0.0867,low
9affefcb-2b83-4a24-92eb-17c38441d0dc,79,female,lucknow,maruti,Baleno,1524,8,258000.0,87.6,15855,0,20,0,,0.1278,medium
fcfd500a-d259-40ca-a013-bfbf27e71075,48,female,bangalore,tata,Nexon,1408,7,175000.0,43.3,6254,0,23,0,,0.1336,medium
abbe7649-fbd0-44af-819e-617038b53b9b,82,male,bhopal,maruti,Swift,902,10,455000.0,52.7,10067,0,57,0,,0.2542,high
693db3e2-1651-485e-9715-c3405416a690,31,female,bangalore,ford,Freestyle,1849,1,880000.0,40.7,10555,0,7,0,,0.1318,medium
e72a89a7-32a4-4591-adf3-8b77c259bb60,82,male,nagpur,renault,Captur,1280,11,244000.0,56.1,21652,0,14,1,75200.0,0.2376,medium
844a3358-bf5e-4c78-8041-1262d8c9769e,85,female,ahmedabad,kia,Seltos,1582,12,291000.0,64.4,11427,0,59,0,,0.2353,medium
c5bccc92-9dd4-49fa-a1b9-de1fb7d65eb4,57,female,kanpur,honda,WR-V,2279,3,1028000.0,100.0,17241,1,24,0,,0.094,low
798c4906-9197-48b2-8730-f83ee53b4c72,47,male,bhopal,maruti,Baleno,803,9,193000.0,72.6,11714,0,23,0,,0.0857,low
3db4a056-5f57-4633-becb-9ac9e6238762,63,female,kanpur,ford,Freestyle,2365,1,944000.0,56.2,9097,0,4,0,,0.166,medium
13eceedb-12e9-47be-8099-4080ac8ea253,53,male,ahmedabad,hyundai,i20,1465,11,279000.0,50.6,13457,0,13,0,,0.17,medium
3df5b10c-8fe4-4189-b0c1-c715eb99dc66,75,male,patna,kia,Carnival,1224,12,283000.0,58.4,12849,0,7,1,114500.0,0.2481,medium
1b6a34ca-ab95-4da9-92fc-6d7b78919b3c,28,male,indore,tata,Punch,1126,14,498000.0,75.5,9820,1,9,0,,0.1621,medium
1853ab4f-3e00-4a0e-9b21-3fad5b8b1e2a,21,male,bhopal,tata,Harrier,1600,9,185000.0,73.6,8663,0,2,0,,0.2284,medium
a507b1e5-4370-40be-89c7-d86c5e9345a9,72,male,delhi,renault,Kwid,1196,7,433000.0,61.9,34971,1,19,1,81100.0,0.2918,high
afe8daf7-b121-4fdf-b698-235d52985f49,81,female,kanpur,maruti,Alto,830,1,1382000.0,71.7,7725,1,46,0,,0.2327,medium
c30ebf18-a25b-4b01-9d2d-b7a3633b135e,29,male,ahmedabad,maruti,Swift,1071,4,892000.0,48.6,9173,0,7,0,,0.1651,medium
5080c7cb-0e9e-4f28-9405-ffed519414ba,53,male,indore,maruti,Baleno,1735,10,398000.0,44.8,11104,1,13,1,35600.0,0.2758,high
be125943-b250-46d7-bcbf-78ab55b085fb,44,female,mumbai,hyundai,Venue,1777,5,696000.0,78.1,25045,0,19,0,,0.0213,low
610982aa-d032-4b6f-9697-f4ef2e7ecf0b,31,female,bhopal,mahindra,Bolero,1233,14,139000.0,69.7,19740,0,5,0,,0.1163,medium
71cab09e-8093-42b2-b115-7b564728a7e6,69,male,visakhapatnam,toyota,Camry,2428,1,2595000.0,63.1,15220,0,18,0,,0.0753,low
5393f590-3839-4408-a2fa-e214c1a527e1,18,female,chennai,toyota,Innova,2195,0,3099000.0,65.7,18426,1,0,0,,0.2949,high
29d62c5b-264a-4063-8013-6b38294e6680,34,female,coimbatore,honda,Amaze,2092,1,1361000.0,89.0,18265,0,4,0,,0.02,low
d8f6d956-f834-4420-887c-52e5b65d2414,63,male,jaipur,hyundai,Creta,893,0,472000.0,49.3,9305,0,25,1,236000.0,0.183,medium
7ca361d5-aa37-48f0-ad51-7998457a7221,52,other,kolkata,maruti,Dzire,1296,12,204000.0,65.7,8136,0,9,0,,0.134,medium
3db9b649-e54c-428f-b4ed-79f96c367644,40,male,delhi,kia,Seltos,1567,6,145000.0,52.9,35812,0,12,0,,0.1983,medium
90f8ce66-bcc2-4757-9016-9708af77b6a8,31,female,nagpur,ford,Endeavour,1229,7,518000.0,72.8,10799,1,5,0,,0.1329,medium
76eb0c11-4808-4efc-a1cb-bdbf172ea04b,25,male,chennai,honda,WR-V,2227,0,1533000.0,89.0,19288,0,1,0,,0.0716,low
f52532e3-13d7-4fac-a033-87792132e652,82,female,nagpur,tata,Altroz,1417,9,450000.0,68.3,9947,0,8,0,,0.1961,medium
9a527dec-88b9-40d1-b98d-69ed0e376902,72,male,patna,maruti,Baleno,1423,8,506000.0,64.3,5523,0,16,0,,0.1791,medium
a051ddfa-a251-4aa3-8ed4-bca98093401c,59,male,coimbatore,maruti,Baleno,1585,15,383000.0,68.1,21158,1,36,0,,0.2049,medium
86ca3f84-d988-404d-9525-0a0db7c41b3a,59,male,surat,mg,ZS EV,1450,15,524000.0,58.8,21144,0,19,0,,0.1939,medium
efa819fb-5e70-4c27-b91e-1d0ddd042be2,85,male,visakhapatnam,mg,Gloster,1770,13,160000.0,53.6,8875,0,35,1,24500.0,0.2691,high
90df395b-823a-4dda-8b8c-2264adde0d70,82,female,pune,mahindra,Thar,1316,2,850000.0,60.1,24515,0,45,0,,0.1966,medium
e77a1077-635c-4bb1-ace5-f40b2f55f2d8,35,female,agra,mahindra,Bolero,1079,6,417000.0,85.3,18179,2,17,0,,0.1548,medium
98a6ecc3-dbbb-454a-b9d9-bde495192cf7,48,male,pune,maruti,Baleno,1695,11,213000.0,36.5,3103,2,5,0,,0.3279,high
5c4351aa-1669-43e4-b47f-0af6220fe0ea,71,female,coimbatore,kia,Seltos,1627,0,1192000.0,64.6,13477,1,29,0,,0.2613,high
4a1c434d-79bf-4ec8-82c5-57dc4125f583,41,male,coimbatore,jeep,Grand Cherokee,2672,11,522000.0,77.7,12469,0,21,0,,0.0395,low
e1bb4e77-e6fc-498b-8b52-ffff3e5c565e,59,female,indore,hyundai,Venue,1775,11,219000.0,69.1,19472,2,32,0,,0.295,high
2df2fad9-5cc5-4545-9272-ad326bfff1a9,56,male,jaipur,jeep,Renegade,3107,12,595000.0,78.0,17577,1,36,0,,0.1988,medium
9636b700-3ab4-4f99-9d18-5a5ee5cd983b,26,male,visakhapatnam,other,Generic Model A,1330,13,175000.0,75.4,13319,1,4,0,,0.1696,medium
de89f7c4-d94a-44d6-b193-763fece293ec,76,female,lucknow,hyundai,i20,873,11,240000.0,95.6,12529,0,56,0,,0.125,medium
0f8e5eef-07f3-4e7d-8b07-a6fbd95b6760,26,male,ahmedabad,hyundai,i20,1671,3,595000.0,54.1,8802,0,6,0,,0.1602,medium
109b9da5-81cb-47be-8aa8-e05340143251,46,female,lucknow,tata,Harrier,918,9,217000.0,64.1,12337,0,3,0,,0.1025,medium
fcebe971-b2b0-414c-94b1-4b4ae4df32db,78,male,jaipur,jeep,Meridian,2234,6,522000.0,54.3,8693,2,37,1,175400.0,0.3882,high
0d8b060f-2028-4d1c-ac34-f75930df5893,77,male,nagpur,honda,CR-V,2113,10,201000.0,83.9,9654,0,45,0,,0.1851,medium
77f30a3c-309a-4a7c-a06f-1cb9d5076a90,52,female,indore,mahindra,Bolero,1037,14,518000.0,60.4,21916,0,16,0,,0.1373,medium
98efed24-7a7a-4383-b227-a3fc1f5162cb,64,male,visakhapatnam,kia,Carnival,1687,1,1174000.0,51.1,7037,0,20,0,,0.1528,medium
f1d85bb2-8e14-401f-bc32-7f91ffbd9b49,34,male,lucknow,hyundai,Creta,1319,11,403000.0,78.4,15666,0,1,0,,0.0878,low
38c62c8d-7b43-4ace-af02-f22b01d5fa2b,25,male,kanpur,skoda,Rapid,1617,8,856000.0,98.8,8474,0,5,0,,0.02,low
705097cd-84ff-44b0-a15f-fadf466103bf,18,male,chennai,volkswagen,Virtus,1574,3,1322000.0,80.6,5833,1,0,0,,0.231,medium
59887698-0e75-4905-bee0-295d54e075e9,65,female,agra,maruti,Dzire,1126,12,163000.0,54.2,12919,1,18,0,,0.2527,high
ff6a715e-5436-43ec-bb39-3e34ad7ec983,37,male,coimbatore,maruti,Dzire,1449,11,179000.0,70.1,44760,1,1,1,12400.0,0.2499,medium
bed74dca-f2d0-40e3-8b9a-6876181b6577,75,female,visakhapatnam,hyundai,i20,988,12,197000.0,68.0,21043,0,31,0,,0.1895,medium
7fa5aafb-b63e-4cff-87c1-8a95c11fe38c,66,male,mumbai,toyota,Glanza,2064,12,493000.0,94.2,19612,1,43,0,,0.1599,medium
9bfcfd08-5184-479c-b6ff-9538f8082def,40,male,surat,mg,Gloster,1399,13,202000.0,63.1,9016,0,19,1,54300.0,0.1562,medium
85d36aec-1876-4595-b0b0-21d2cffc504a,33,female,ahmedabad,maruti,Dzire,810,5,389000.0,79.0,9984,1,8,0,,0.0837,low
c43d4174-eb44-4a3a-bab4-04d601f4dd9b,28,male,bhopal,maruti,Swift,897,3,1051000.0,100.0,13140,0,3,0,,0.02,low
89c757a8-054a-4a97-a115-e9b1084c0b97,68,male,mumbai,honda,WR-V,2463,12,174000.0,80.7,13119,0,26,1,23600.0,0.1214,medium
27e0fe80-797c-4669-88c7-3449c7de3b85,81,female,delhi,mahindra,XUV700,1568,13,340000.0,65.2,7465,0,61,1,63400.0,0.2469,medium
a7ac3b6f-3a25-4a37-b853-54ad1fc6d2e2,43,male,vadodara,honda,Jazz,1521,11,146000.0,32.7,24712,0,18,0,,0.2419,medium
837cdf10-5c74-48ba-a7dd-a47f57e3c979,30,male,indore,toyota,Urban Cruiser,1378,10,519000.0,66.0,13488,0,1,0,,0.0927,low
7a4bb922-d7aa-403b-8c06-a144c8d63ad5,71,male,agra,hyundai,Tucson,1374,8,314000.0,77.6,35590,0,27,0,,0.1766,medium
9a3b73fd-9c7f-4d3b-ac98-6b0bd810bc14,72,male,delhi,tata,Harrier,1069,0,1403000.0,69.3,10763,0,48,1,175600.0,0.1675,medium
971f7da6-b042-4e31-8c3d-c82f4a0acbd6,56,female,bhopal,maruti,Baleno,1121,2,644000.0,74.3,24094,0,26,0,,0.0599,low
1bc8f03f-84b8-4e90-b090-e30b5afa7aeb,79,male,ahmedabad,tata,Nexon,1106,13,437000.0,84.7,14962,0,32,0,,0.1385,medium
c6872cab-3f42-4839-a473-651a01fd710a,24,male,ahmedabad,mg,Comet,929,6,216000.0,90.2,9313,2,6,0,,0.301,high
45e1e91c-24f5-4fa2-946b-c8854df47a93,84,female,lucknow,renault,Duster,1534,15,243000.0,68.0,8695,0,66,0,,0.2122,medium
077c1a0f-fe62-411d-b6f4-f2b74989deb8,61,female,kolkata,hyundai,Tucson,1374,14,125000.0,84.6,16915,0,25,0,,0.0581,low
036517cf-0142-45d3-ab44-04195d529345,48,male,hyderabad,hyundai,Creta,814,0,661000.0,46.2,18305,0,29,0,,0.1099,medium
e6739507-00a3-4500-8f49-02b16ae3b77a,65,female,nagpur,hyundai,i20,1295,11,139000.0,53.6,42258,0,8,0,,0.2705,high
fcb4b862-c36c-4868-847a-0517eb53c06b,61,male,jaipur,maruti,Swift,1044,1,1005000.0,70.7,17530,2,8,1,230600.0,0.2696,high
acc5dc6e-26bd-4348-8e05-bb37ab2cfa52,50,male,kolkata,tata,Nexon,951,11,144000.0,57.1,27187,0,23,0,,0.1296,medium
eb62bc32-dddc-4dfb-9ec5-49bee503b7f4,72,male,mumbai,maruti,Dzire,1318,13,322000.0,85.4,37037,1,3,0,,0.334,high
ed9dba91-df66-4270-a196-52a8890bfad7,80,female,bangalore,honda,WR-V,1836,14,192000.0,77.3,13896,0,19,1,55400.0,0.1938,medium
cda7ba93-cf34-4786-9d0a-7f4c7406ca43,73,female,bangalore,maruti,Swift,1698,1,507000.0,46.8,11475,0,47,1,153300.0,0.2345,medium
48053bff-4152-43b9-b656-12c2f5fa194a,38,male,pune,hyundai,Creta,1498,2,1055000.0,64.4,18654,0,7,0,,0.0616,low
fb69ed17-d4ec-4609-87bf-d0032687b1ed,69,male,coimbatore,honda,CR-V,2290,14,236000.0,63.8,42879,2,42,0,,0.3868,high
6f68853d-d5b4-4d4c-9251-039832009fee,66,male,kolkata,mahindra,XUV300,1203,6,404000.0,47.3,15545,0,9,0,,0.13,medium
8421a7fe-7dac-4c8b-ba98-977ee123aed7,31,female,delhi,nissan,GT-R,1549,3,831000.0,70.0,8090,0,3,0,,0.0515,low
c78be09b-38d4-4094-817c-42433ff23547,70,male,surat,maruti,WagonR,1158,1,1206000.0,45.0,13069,0,34,0,,0.138,medium
01fe6179-5845-474e-a729-afcbc7751fb8,58,male,bangalore,kia,EV6,1314,4,694000.0,45.8,10155,0,20,0,,0.1637,medium
1076dd0b-3a85-4e94-a21d-34554e6d97a8,54,male,delhi,hyundai,Venue,1211,0,794000.0,63.5,12874,0,10,0,,0.0776,low
7d3f5c54-b51a-45b4-82d4-f20a6e12e63b,49,female,surat,hyundai,Tucson,888,5,509000.0,64.4,26947,0,20,0,,0.068,low
4faa88c7-c424-4f32-9c96-ca4f10233175,68,male,bangalore,tata,Altroz,1414,10,242000.0,61.6,8909,0,25,0,,0.1321,medium
581f641c-c832-425a-9327-883971b9625c,39,male,ahmedabad,maruti,Swift,853,4,485000.0,77.6,44024,1,17,0,,0.1812,medium
d76f189d-20ac-4d63-9193-8c6b09fd74da,19,female,lucknow,maruti,Alto,1498,14,416000.0,63.1,27231,1,1,1,189300.0,0.305,high
7ae70f5a-43bb-4f88-9b56-76b92bbb3985,37,male,nagpur,maruti,WagonR,1200,2,1043000.0,55.4,15561,0,1,0,,0.0584,low
f73c0240-0ce2-420c-99dd-9c9aa357083e,48,male,ahmedabad,tata,Safari,1412,12,457000.0,63.5,7423,0,22,0,,0.1208,medium
b5cd7a75-b038-4314-bf5c-d166d80bd023,78,male,vadodara,other,Generic Model C,969,9,172000.0,68.9,9856,0,17,0,,0.1955,medium
5b08f0ba-ee0c-4ce5-a5c8-97611e3bf929,46,female,chennai,maruti,Dzire,1660,15,387000.0,64.6,27223,1,3,0,,0.1861,medium
f59ccae8-bb49-417a-8aa3-5356615a29e6,19,female,surat,mahindra,Thar,849,12,208000.0,42.4,6587,0,1,0,,0.2671,high
4b9c5a31-6ece-41f3-853e-ca0f6f001f66,22,male,bhopal,volkswagen,Virtus,2046,13,480000.0,66.2,30389,1,4,0,,0.4253,high
9f99e0f3-733a-4581-8866-26e13d4a849a,72,male,indore,honda,Amaze,1373,6,135000.0,65.4,8444,1,22,0,,0.2743,high
72a78d98-b102-460b-b93a-cdd705723c1f,76,male,pune,toyota,Camry,1586,9,959000.0,58.7,28391,1,56,1,275800.0,0.3184,high
6803cb64-c91d-4ecc-9688-758107d85e54,67,female,lucknow,mahindra,Bolero,1632,3,435000.0,49.3,18628,0,8,1,101700.0,0.1447,medium
39378347-8c9f-4f19-b64d-9d541b28d939,85,male,mumbai,mahindra,XUV700,1764,7,441000.0,47.9,13836,2,45,0,,0.3357,high
c4c9fede-688d-4e54-82c2-ac890a05faf1,59,male,patna,maruti,Swift,1222,12,219000.0,71.0,20974,0,41,0,,0.1202,medium
55b68f80-cf8b-43f6-b3a6-436850747832,34,male,pune,toyota,Urban Cruiser,1409,1,2814000.0,68.6,13261,0,8,0,,0.0313,low
24e7ac8c-10cd-4405-b3a7-c71cb62efed1,71,female,bangalore,maruti,Baleno,803,5,529000.0,69.5,17770,0,4,0,,0.1679,medium
3746b828-2a82-431b-adf3-6b3e446b1a74,23,male,visakhapatnam,maruti,WagonR,1392,4,382000.0,53.7,25341,0,2,0,,0.2158,medium
f60f48b3-ccd1-4090-bea7-73d9e4f6264d,19,male,vadodara,maruti,WagonR,955,15,254000.0,75.9,8614,1,1,1,32500.0,0.2942,high
87a97a5b-ea96-474c-845e-253ddc0f1019,20,male,lucknow,toyota,Urban Cruiser,2385,3,1323000.0,48.3,25371,1,1,0,,0.3279,high
2ea63ac6-980b-4cdd-a4f8-8f654e3d243b,84,female,chennai,mahindra,XUV700,1140,5,350000.0,75.6,24793,0,12,0,,0.1522,medium
e6430936-c5d3-4c7f-abfe-9cb73cc9aa50,32,male,indore,hyundai,Verna,1455,8,399000.0,47.2,10892,2,3,0,,0.2709,high
59f4584f-d704-4859-980f-82cfde2d2345,27,male,hyderabad,honda,CR-V,2025,11,493000.0,52.6,25316,0,7,0,,0.1799,medium
9657700c-9eab-4968-b41b-03b10a3392ef,45,male,patna,hyundai,Creta,1745,2,574000.0,42.8,17607,0,14,0,,0.1304,medium
a2ce37a9-9229-4d78-b701-19e287db3b4c,52,female,bangalore,kia,Carens,1171,3,497000.0,91.7,19475,0,29,0,,0.02,low
46636526-9bbb-4474-a4cc-e15d89a81d0b,30,male,hyderabad,kia,Sonet,1532,15,498000.0,78.4,5885,2,3,0,,0.2415,medium
580ad620-bd79-40b8-8253-bf839c25dbfe,54,male,kanpur,maruti,Alto,907,6,339000.0,79.8,21961,0,19,0,,0.04,low
90ceea22-b8bc-4cb6-b277-691bb483752a,79,male,delhi,kia,Sonet,1669,13,463000.0,38.1,11109,0,38,1,162700.0,0.3373,high
ee7318c9-3962-4cf2-8130-f9f70e567bca,39,female,chennai,maruti,Alto,1466,0,1035000.0,76.7,9324,0,7,0,,0.02,low
cd813cb5-926b-4d8b-be62-3039107e8871,73,female,ahmedabad,kia,Seltos,1708,14,123000.0,49.4,5307,3,32,0,,0.4798,high
0c0378a1-d302-4652-9d9a-db5b8aff2614,73,male,vadodara,hyundai,Tucson,999,6,499000.0,64.4,18035,1,55,0,,0.2624,high
